"Statistic Label","Quarter","Migration Flow","Age Group","Nationality","Migration Calculation Method","UNIT","VALUE"
"Estimated migration flows","2022Q3","Net migration","35 - 44 years","Other nationalities (3)","Base plus education migration calculation method","Number","1857"
"Estimated migration flows","2022Q3","Net migration","45 years and over","Ireland","Base migration calculation method","Number","-1315"
"Estimated migration flows","2022Q3","Net migration","45 years and over","Ireland","Base plus education migration calculation method","Number","-1328"
"Estimated migration flows","2022Q3","Net migration","45 years and over","United Kingdom of Great Britain and Northern Ireland","Base migration calculation method","Number","-44"
"Estimated migration flows","2022Q3","Net migration","45 years and over","United Kingdom of Great Britain and Northern Ireland","Base plus education migration calculation method","Number","-48"
"Estimated migration flows","2022Q3","Net migration","45 years and over","Brazil","Base migration calculation method","Number","140"
"Estimated migration flows","2022Q3","Net migration","45 years and over","Brazil","Base plus education migration calculation method","Number","143"
"Estimated migration flows","2022Q3","Net migration","45 years and over","India","Base migration calculation method","Number","95"
"Estimated migration flows","2022Q3","Net migration","45 years and over","India","Base plus education migration calculation method","Number","95"
"Estimated migration flows","2022Q3","Net migration","45 years and over","Ukraine","Base migration calculation method","Number","3725"
"Estimated migration flows","2022Q3","Net migration","45 years and over","Ukraine","Base plus education migration calculation method","Number","3724"
"Estimated migration flows","2022Q3","Net migration","45 years and over","All nationalities","Base migration calculation method","Number","3184"
"Estimated migration flows","2022Q3","Net migration","45 years and over","All nationalities","Base plus education migration calculation method","Number","3170"
"Estimated migration flows","2022Q3","Net migration","45 years and over","EU14 excl Irl (countries in the EU pre 2004 excluding UK & Ireland)","Base migration calculation method","Number","236"
"Estimated migration flows","2022Q3","Net migration","45 years and over","EU14 excl Irl (countries in the EU pre 2004 excluding UK & Ireland)","Base plus education migration calculation method","Number","235"
"Estimated migration flows","2022Q3","Net migration","45 years and over","EU15 to EU27 (accession countries joined post 2004)","Base migration calculation method","Number","-340"
"Estimated migration flows","2022Q3","Net migration","45 years and over","EU15 to EU27 (accession countries joined post 2004)","Base plus education migration calculation method","Number","-343"
"Estimated migration flows","2022Q3","Net migration","45 years and over","Other nationalities (3)","Base migration calculation method","Number","687"
"Estimated migration flows","2022Q3","Net migration","45 years and over","Other nationalities (3)","Base plus education migration calculation method","Number","692"
"Estimated migration flows","2022Q3","Net migration","All ages","Ireland","Base migration calculation method","Number","-1135"
"Estimated migration flows","2022Q3","Net migration","All ages","Ireland","Base plus education migration calculation method","Number","-4115"
"Estimated migration flows","2022Q3","Net migration","All ages","United Kingdom of Great Britain and Northern Ireland","Base migration calculation method","Number","412"
"Estimated migration flows","2022Q3","Net migration","All ages","United Kingdom of Great Britain and Northern Ireland","Base plus education migration calculation method","Number","421"
"Estimated migration flows","2022Q3","Net migration","All ages","Brazil","Base migration calculation method","Number","3080"
"Estimated migration flows","2022Q3","Net migration","All ages","Brazil","Base plus education migration calculation method","Number","3106"
"Estimated migration flows","2022Q3","Net migration","All ages","India","Base migration calculation method","Number","4753"
"Estimated migration flows","2022Q3","Net migration","All ages","India","Base plus education migration calculation method","Number","4817"
"Estimated migration flows","2022Q3","Net migration","All ages","Ukraine","Base migration calculation method","Number","13511"
"Estimated migration flows","2022Q3","Net migration","All ages","Ukraine","Base plus education migration calculation method","Number","13674"
"Estimated migration flows","2022Q3","Net migration","All ages","All nationalities","Base migration calculation method","Number","34689"
"Estimated migration flows","2022Q3","Net migration","All ages","All nationalities","Base plus education migration calculation method","Number","31907"
"Estimated migration flows","2022Q3","Net migration","All ages","EU14 excl Irl (countries in the EU pre 2004 excluding UK & Ireland)","Base migration calculation method","Number","2879"
"Estimated migration flows","2022Q3","Net migration","All ages","EU14 excl Irl (countries in the EU pre 2004 excluding UK & Ireland)","Base plus education migration calculation method","Number","3020"
"Estimated migration flows","2022Q3","Net migration","All ages","EU15 to EU27 (accession countries joined post 2004)","Base migration calculation method","Number","860"
"Estimated migration flows","2022Q3","Net migration","All ages","EU15 to EU27 (accession countries joined post 2004)","Base plus education migration calculation method","Number","787"
"Estimated migration flows","2022Q3","Net migration","All ages","Other nationalities (3)","Base migration calculation method","Number","10329"
"Estimated migration flows","2022Q3","Net migration","All ages","Other nationalities (3)","Base plus education migration calculation method","Number","10197"
"Estimated migration flows","2022Q4","Inward migration - All","0 - 24 years","Ireland","Base migration calculation method","Number","4177"
"Estimated migration flows","2022Q4","Inward migration - All","0 - 24 years","Ireland","Base plus education migration calculation method","Number","2999"
"Estimated migration flows","2022Q4","Inward migration - All","0 - 24 years","United Kingdom of Great Britain and Northern Ireland","Base migration calculation method","Number","374"
"Estimated migration flows","2022Q4","Inward migration - All","0 - 24 years","United Kingdom of Great Britain and Northern Ireland","Base plus education migration calculation method","Number","368"
"Estimated migration flows","2022Q4","Inward migration - All","0 - 24 years","Brazil","Base migration calculation method","Number","531"
"Estimated migration flows","2022Q4","Inward migration - All","0 - 24 years","Brazil","Base plus education migration calculation method","Number","553"
"Estimated migration flows","2022Q4","Inward migration - All","0 - 24 years","India","Base migration calculation method","Number","2129"
