"Statistic Label","Census Year","Sex","Religion","Towns by Size","UNIT","VALUE"
"Population","2022","Female","Buddhist","Bailieborough, Co Cavan","Number","3"
"Population","2022","Female","Buddhist","Virginia, Co Cavan","Number","2"
"Population","2022","Female","Buddhist","Cootehill, Co Cavan","Number","1"
"Population","2022","Female","Buddhist","Ballyjamesduff, Co Cavan","Number","21"
"Population","2022","Female","Buddhist","Cavan, Co Cavan","Number","7"
"Population","2022","Female","Buddhist","Belturbet, Co Cavan","Number","0"
"Population","2022","Female","Buddhist","Carndonagh, Co Donegal","Number","2"
"Population","2022","Female","Buddhist","Buncrana, Co Donegal","Number","1"
"Population","2022","Female","Buddhist","Lifford, Co Donegal","Number","1"
"Population","2022","Female","Buddhist","Convoy, Co Donegal","Number","1"
"Population","2022","Female","Buddhist","Letterkenny, Co Donegal","Number","33"
"Population","2022","Female","Buddhist","Ballybofey-Stranorlar, Co Donegal","Number","1"
"Population","2022","Female","Buddhist","Donegal, Co Donegal","Number","4"
"Population","2022","Female","Buddhist","Ballyshannon, Co Donegal","Number","0"
"Population","2022","Female","Buddhist","Bundoran, Co Donegal","Number","3"
"Population","2022","Female","Buddhist","Carrickmacross, Co Monaghan","Number","3"
"Population","2022","Female","Buddhist","Castleblayney, Co Monaghan","Number","4"
"Population","2022","Female","Buddhist","Monaghan, Co Monaghan","Number","17"
"Population","2022","Female","Buddhist","Clones, Co Monaghan","Number","0"
"Population","2022","Female","Buddhist","State","Number","5454"
"Population","2022","Female","Buddhist","Other towns with a population between 1,000 - 1,499","Number","78"
"Population","2022","Female","Buddhist","Other towns with a population under 500","Number","81"
"Population","2022","Female","Buddhist","Other towns with a population between 500 - 999","Number","104"
"Population","2022","Female","Buddhist","Remainder of country","Number","780"
"Population","2022","Female","Lapsed (Roman) Catholic","Tullow, Co Carlow","Number","3"
"Population","2022","Female","Lapsed (Roman) Catholic","Carlow, Counties Carlow & Laois","Number","1"
"Population","2022","Female","Lapsed (Roman) Catholic","Muinebeag (Bagenalstown), Co Carlow","Number","0"
"Population","2022","Female","Lapsed (Roman) Catholic","Dublin city and suburbs, Counties Dublin & Meath","Number","538"
"Population","2022","Female","Lapsed (Roman) Catholic","Saggart, Co Dublin","Number","1"
"Population","2022","Female","Lapsed (Roman) Catholic","Rathcoole, Co Dublin","Number","0"
"Population","2022","Female","Lapsed (Roman) Catholic","Newcastle, Co Dublin","Number","1"
"Population","2022","Female","Lapsed (Roman) Catholic","Rush, Co Dublin","Number","4"
"Population","2022","Female","Lapsed (Roman) Catholic","Skerries, Co Dublin","Number","10"
"Population","2022","Female","Lapsed (Roman) Catholic","Portmarnock, Co Dublin","Number","6"
"Population","2022","Female","Lapsed (Roman) Catholic","Donabate, Co Dublin","Number","4"
"Population","2022","Female","Lapsed (Roman) Catholic","Malahide, Co Dublin","Number","8"
"Population","2022","Female","Lapsed (Roman) Catholic","Lusk, Co Dublin","Number","3"
"Population","2022","Female","Lapsed (Roman) Catholic","Balrothery, Co Dublin","Number","0"
"Population","2022","Female","Lapsed (Roman) Catholic","Balbriggan, Co Dublin","Number","2"
"Population","2022","Female","Lapsed (Roman) Catholic","Kinsealy-Drinan, Co Dublin","Number","0"
"Population","2022","Female","Lapsed (Roman) Catholic","Swords, Co Dublin","Number","21"
"Population","2022","Female","Lapsed (Roman) Catholic","Leixlip, Co Kildare","Number","4"
"Population","2022","Female","Lapsed (Roman) Catholic","Celbridge, Co Kildare","Number","10"
"Population","2022","Female","Lapsed (Roman) Catholic","Kill, Co Kildare","Number","1"
"Population","2022","Female","Lapsed (Roman) Catholic","Maynooth, Co Kildare","Number","16"
"Population","2022","Female","Lapsed (Roman) Catholic","Naas, Co Kildare","Number","12"
"Population","2022","Female","Lapsed (Roman) Catholic","Sallins, Co Kildare","Number","1"
"Population","2022","Female","Lapsed (Roman) Catholic","Kilcock, Counties Kildare & Meath","Number","1"
"Population","2022","Female","Lapsed (Roman) Catholic","Clane, Co Kildare","Number","2"
"Population","2022","Female","Lapsed (Roman) Catholic","Kilcullen, Co Kildare","Number","2"
"Population","2022","Female","Lapsed (Roman) Catholic","Prosperous, Co Kildare","Number","1"
"Population","2022","Female","Lapsed (Roman) Catholic","Newbridge, Co Kildare","Number","1"
"Population","2022","Female","Lapsed (Roman) Catholic","Castledermot, Co Kildare","Number","1"
"Population","2022","Female","Lapsed (Roman) Catholic","Allenwood, Co Kildare","Number","0"
"Population","2022","Female","Lapsed (Roman) Catholic","Kildare, Co Kildare","Number","7"
"Population","2022","Female","Lapsed (Roman) Catholic","Derrinturn, Co Kildare","Number","2"
"Population","2022","Female","Lapsed (Roman) Catholic","Athy, Co Kildare","Number","0"
"Population","2022","Female","Lapsed (Roman) Catholic","Rathangan, Co Kildare","Number","1"
"Population","2022","Female","Lapsed (Roman) Catholic","Monasterevin, Co Kildare","Number","1"
"Population","2022","Female","Lapsed (Roman) Catholic","Graiguenamanagh-Tinnahinch, Counties Kilkenny & Carlow","Number","1"
"Population","2022","Female","Lapsed (Roman) Catholic","Thomastown, Co Kilkenny","Number","1"
"Population","2022","Female","Lapsed (Roman) Catholic","Kilkenny, Co Kilkenny","Number","8"
"Population","2022","Female","Lapsed (Roman) Catholic","Callan, Co Kilkenny","Number","0"
"Population","2022","Female","Lapsed (Roman) Catholic","Portarlington, Counties Laois & Offaly","Number","4"
"Population","2022","Female","Lapsed (Roman) Catholic","Portlaoise, Co Laois","Number","5"
"Population","2022","Female","Lapsed (Roman) Catholic","Mountmellick, Co Laois","Number","0"
"Population","2022","Female","Lapsed (Roman) Catholic","Abbeyleix, Co Laois","Number","0"
"Population","2022","Female","Lapsed (Roman) Catholic","Mountrath, Co Laois","Number","0"
"Population","2022","Female","Lapsed (Roman) Catholic","Edgeworthstown, Co Longford","Number","0"
"Population","2022","Female","Lapsed (Roman) Catholic","Ballymahon, Co Longford","Number","0"
"Population","2022","Female","Lapsed (Roman) Catholic","Longford, Co Longford","Number","1"
"Population","2022","Female","Lapsed (Roman) Catholic","Lanesborough-Ballyleague, Counties Roscommon & Longford","Number","0"
"Population","2022","Female","Lapsed (Roman) Catholic","Carlingford, Co Louth","Number","1"
"Population","2022","Female","Lapsed (Roman) Catholic","Clogherhead, Co Louth","Number","1"
"Population","2022","Female","Lapsed (Roman) Catholic","Termonfeckin, Co Louth","Number","0"
"Population","2022","Female","Lapsed (Roman) Catholic","Drogheda, Counties Louth & Meath","Number","10"
"Population","2022","Female","Lapsed (Roman) Catholic","Dunleer, Co Louth","Number","1"
"Population","2022","Female","Lapsed (Roman) Catholic","Dundalk, Co Louth","Number","7"
"Population","2022","Female","Lapsed (Roman) Catholic","Tullyallen, Co Louth","Number","0"
"Population","2022","Female","Lapsed (Roman) Catholic","Ardee, Co Louth","Number","0"
"Population","2022","Female","Lapsed (Roman) Catholic","Laytown-Bettystown-Mornington-Donacarney, Co Meath","Number","1"
"Population","2022","Female","Lapsed (Roman) Catholic","Stamullen, Co Meath","Number","2"
"Population","2022","Female","Lapsed (Roman) Catholic","Ashbourne, Co Meath","Number","6"
"Population","2022","Female","Lapsed (Roman) Catholic","Duleek, Co Meath","Number","1"
"Population","2022","Female","Lapsed (Roman) Catholic","Ratoath, Co Meath","Number","5"
"Population","2022","Female","Lapsed (Roman) Catholic","Dunboyne, Co Meath","Number","4"
"Population","2022","Female","Lapsed (Roman) Catholic","Dunshaughlin, Co Meath","Number","1"
"Population","2022","Female","Lapsed (Roman) Catholic","Navan, Co Meath","Number","10"
"Population","2022","Female","Lapsed (Roman) Catholic","Trim, Co Meath","Number","1"
"Population","2022","Female","Lapsed (Roman) Catholic","Enfield, Co Meath","Number","1"
"Population","2022","Female","Lapsed (Roman) Catholic","Kells, Co Meath","Number","5"
"Population","2022","Female","Lapsed (Roman) Catholic","Athboy, Co Meath","Number","1"
"Population","2022","Female","Lapsed (Roman) Catholic","Longwood, Co Meath","Number","0"
"Population","2022","Female","Lapsed (Roman) Catholic","Ballivor, Co Meath","Number","2"
"Population","2022","Female","Lapsed (Roman) Catholic","Edenderry, Co Offaly","Number","3"
"Population","2022","Female","Lapsed (Roman) Catholic","Tullamore, Co Offaly","Number","3"
"Population","2022","Female","Lapsed (Roman) Catholic","Clara, Co Offaly","Number","0"
"Population","2022","Female","Lapsed (Roman) Catholic","Birr, Co Offaly","Number","0"
"Population","2022","Female","Lapsed (Roman) Catholic","Banagher, Co Offaly","Number","0"
"Population","2022","Female","Lapsed (Roman) Catholic","Kinnegad, Co Westmeath","Number","0"
"Population","2022","Female","Lapsed (Roman) Catholic","Killucan-Rathwire, Co Westmeath","Number","0"
"Population","2022","Female","Lapsed (Roman) Catholic","Mullingar, Co Westmeath","Number","8"
"Population","2022","Female","Lapsed (Roman) Catholic","Kilbeggan, Co Westmeath","Number","0"
"Population","2022","Female","Lapsed (Roman) Catholic","Moate, Co Westmeath","Number","1"
"Population","2022","Female","Lapsed (Roman) Catholic","Athlone, Counties Westmeath & Roscommon","Number","3"
"Population","2022","Female","Lapsed (Roman) Catholic","Courtown, Co Wexford","Number","0"
"Population","2022","Female","Lapsed (Roman) Catholic","Gorey, Co Wexford","Number","3"
"Population","2022","Female","Lapsed (Roman) Catholic","Rosslare Harbour, Co Wexford","Number","0"
"Population","2022","Female","Lapsed (Roman) Catholic","Rosslare, Co Wexford","Number","0"
"Population","2022","Female","Lapsed (Roman) Catholic","Castlebridge, Co Wexford","Number","1"
"Population","2022","Female","Lapsed (Roman) Catholic","Wexford, Co Wexford","Number","11"
"Population","2022","Female","Lapsed (Roman) Catholic","Enniscorthy, Co Wexford","Number","2"
"Population","2022","Female","Lapsed (Roman) Catholic","Bunclody, Counties Wexford & Carlow","Number","0"
"Population","2022","Female","Lapsed (Roman) Catholic","New Ross, Wexford & Kilkenny","Number","1"
"Population","2022","Female","Lapsed (Roman) Catholic","Wicklow, Co Wicklow","Number","4"
"Population","2022","Female","Lapsed (Roman) Catholic","Kilcoole, Co Wicklow","Number","4"
"Population","2022","Female","Lapsed (Roman) Catholic","Greystones-Delgany, Co Wicklow","Number","14"
"Population","2022","Female","Lapsed (Roman) Catholic","Rathnew, Co Wicklow","Number","0"
"Population","2022","Female","Lapsed (Roman) Catholic","Newtownmountkennedy, Co Wicklow","Number","1"
"Population","2022","Female","Lapsed (Roman) Catholic","Ashford, Co Wicklow","Number","1"
"Population","2022","Female","Lapsed (Roman) Catholic","Bray, Counties Wicklow & Dublin","Number","19"
"Population","2022","Female","Lapsed (Roman) Catholic","Arklow, Co Wicklow","Number","0"
"Population","2022","Female","Lapsed (Roman) Catholic","Enniskerry, Co Wicklow","Number","0"
"Population","2022","Female","Lapsed (Roman) Catholic","Rathdrum, Co Wicklow","Number","0"
"Population","2022","Female","Lapsed (Roman) Catholic","Blessington, Counties Wicklow & Kildare","Number","2"
"Population","2022","Female","Lapsed (Roman) Catholic","Baltinglass, Co Wicklow","Number","1"
"Population","2022","Female","Lapsed (Roman) Catholic","Killaloe, Co Clare","Number","0"
"Population","2022","Female","Lapsed (Roman) Catholic","Sixmilebridge, Co Clare","Number","0"
"Population","2022","Female","Lapsed (Roman) Catholic","Shannon, Co Clare","Number","3"
"Population","2022","Female","Lapsed (Roman) Catholic","Newmarket-On-Fergus, Co Clare","Number","0"
"Population","2022","Female","Lapsed (Roman) Catholic","Ennis, Co Clare","Number","17"
"Population","2022","Female","Lapsed (Roman) Catholic","Kilrush, Co Clare","Number","0"
"Population","2022","Female","Lapsed (Roman) Catholic","Cork city and suburbs, Co Cork","Number","101"
"Population","2022","Female","Lapsed (Roman) Catholic","Blarney, Co Cork","Number","1"
"Population","2022","Female","Lapsed (Roman) Catholic","Tower, Co Cork","Number","3"
"Population","2022","Female","Lapsed (Roman) Catholic","Youghal, Co Cork","Number","5"
"Population","2022","Female","Lapsed (Roman) Catholic","Castlemartyr, Co Cork","Number","0"
"Population","2022","Female","Lapsed (Roman) Catholic","Cloyne, Co Cork","Number","2"
"Population","2022","Female","Lapsed (Roman) Catholic","Midleton, Co Cork","Number","9"
"Population","2022","Female","Lapsed (Roman) Catholic","Mitchelstown, Co Cork","Number","1"
"Population","2022","Female","Lapsed (Roman) Catholic","Carrigtwohill, Co Cork","Number","2"
"Population","2022","Female","Lapsed (Roman) Catholic","Fermoy, Co Cork","Number","2"
"Population","2022","Female","Lapsed (Roman) Catholic","Rathcormac, Co Cork","Number","0"
"Population","2022","Female","Lapsed (Roman) Catholic","Crosshaven, Co Cork","Number","1"
"Population","2022","Female","Lapsed (Roman) Catholic","Cobh, Co Cork","Number","4"
"Population","2022","Female","Lapsed (Roman) Catholic","Passage West-Monkstown, Co Cork","Number","0"
"Population","2022","Female","Lapsed (Roman) Catholic","Watergrasshill, Co Cork","Number","0"
"Population","2022","Female","Lapsed (Roman) Catholic","Carrigaline, Co Cork","Number","14"
"Population","2022","Female","Lapsed (Roman) Catholic","Kinsale, Co Cork","Number","0"
"Population","2022","Female","Lapsed (Roman) Catholic","Mallow, Co Cork","Number","3"
"Population","2022","Female","Lapsed (Roman) Catholic","Charleville, Co Cork","Number","0"
"Population","2022","Female","Lapsed (Roman) Catholic","Bandon, Co Cork","Number","2"
"Population","2022","Female","Lapsed (Roman) Catholic","Clonakilty, Co Cork","Number","2"
"Population","2022","Female","Lapsed (Roman) Catholic","Kanturk, Co Cork","Number","0"
"Population","2022","Female","Lapsed (Roman) Catholic","Macroom, Co Cork","Number","1"
"Population","2022","Female","Lapsed (Roman) Catholic","Millstreet, Co Cork","Number","0"
"Population","2022","Female","Lapsed (Roman) Catholic","Dunmanway, Co Cork","Number","2"
"Population","2022","Female","Lapsed (Roman) Catholic","Skibbereen, Co Cork","Number","2"
"Population","2022","Female","Lapsed (Roman) Catholic","Bantry, Co Cork","Number","0"
"Population","2022","Female","Lapsed (Roman) Catholic","Castleisland, Co Kerry","Number","0"
"Population","2022","Female","Lapsed (Roman) Catholic","Listowel, Co Kerry","Number","5"
"Population","2022","Female","Lapsed (Roman) Catholic","Killarney, Co Kerry","Number","3"
"Population","2022","Female","Lapsed (Roman) Catholic","Kenmare, Co Kerry","Number","1"
"Population","2022","Female","Lapsed (Roman) Catholic","Ballybunion, Co Kerry","Number","1"
"Population","2022","Female","Lapsed (Roman) Catholic","Tralee, Co Kerry","Number","4"
"Population","2022","Female","Lapsed (Roman) Catholic","Killorglin, Co Kerry","Number","0"
"Population","2022","Female","Lapsed (Roman) Catholic","Dingle-Daingean Uí Chuis, Co Kerry","Number","1"
"Population","2022","Female","Lapsed (Roman) Catholic","Limerick city and suburbs, Counties Limerick & Clare","Number","35"
"Population","2022","Female","Lapsed (Roman) Catholic","Caherconlish, Co Limerick","Number","1"
"Population","2022","Female","Lapsed (Roman) Catholic","Castleconnell, Co Limerick","Number","1"
"Population","2022","Female","Lapsed (Roman) Catholic","Annacotty, Co Limerick","Number","1"
"Population","2022","Female","Lapsed (Roman) Catholic","Kilmallock, Co Limerick","Number","0"
"Population","2022","Female","Lapsed (Roman) Catholic","Newcastle West, Co Limerick","Number","3"
"Population","2022","Female","Lapsed (Roman) Catholic","Abbeyfeale, Co Limerick","Number","1"
"Population","2022","Female","Lapsed (Roman) Catholic","Roscrea, Co Tipperary","Number","0"
"Population","2022","Female","Lapsed (Roman) Catholic","Thurles, Co Tipperary","Number","2"
"Population","2022","Female","Lapsed (Roman) Catholic","Templemore, Co Tipperary","Number","3"
"Population","2022","Female","Lapsed (Roman) Catholic","Nenagh, Co Tipperary","Number","2"
"Population","2022","Female","Lapsed (Roman) Catholic","Newport, Co Tipperary","Number","1"
"Population","2022","Female","Lapsed (Roman) Catholic","Ballina, Co Tipperary","Number","0"
"Population","2022","Female","Lapsed (Roman) Catholic","Carrick-on-Suir, Co Tipperary","Number","3"
"Population","2022","Female","Lapsed (Roman) Catholic","Fethard, Co Tipperary","Number","3"
"Population","2022","Female","Lapsed (Roman) Catholic","Clonmel, Counties Tipperary & Waterford","Number","10"
"Population","2022","Female","Lapsed (Roman) Catholic","Cashel, Co Tipperary","Number","1"
"Population","2022","Female","Lapsed (Roman) Catholic","Cahir, Co Tipperary","Number","0"
"Population","2022","Female","Lapsed (Roman) Catholic","Tipperary, Co Tipperary","Number","2"
"Population","2022","Female","Lapsed (Roman) Catholic","Waterford city and suburbs, Counties Waterford & Kilkenny","Number","14"
"Population","2022","Female","Lapsed (Roman) Catholic","Dunmore East, Co Waterford","Number","4"
"Population","2022","Female","Lapsed (Roman) Catholic","Tramore, Co Waterford","Number","12"
"Population","2022","Female","Lapsed (Roman) Catholic","Portlaw, Co Waterford","Number","0"
"Population","2022","Female","Lapsed (Roman) Catholic","Dungarvan, Co Waterford","Number","1"
"Population","2022","Female","Lapsed (Roman) Catholic","Galway city and suburbs, Co Galway","Number","42"
"Population","2022","Female","Lapsed (Roman) Catholic","Ballinasloe, Co Galway","Number","1"
"Population","2022","Female","Lapsed (Roman) Catholic","Portumna, Co Galway","Number","0"
"Population","2022","Female","Lapsed (Roman) Catholic","Loughrea, Co Galway","Number","0"
"Population","2022","Female","Lapsed (Roman) Catholic","Athenry, Co Galway","Number","1"
"Population","2022","Female","Lapsed (Roman) Catholic","Gort, Co Galway","Number","0"
"Population","2022","Female","Lapsed (Roman) Catholic","Tuam, Co Galway","Number","2"
"Population","2022","Female","Lapsed (Roman) Catholic","Oranmore, Co Galway","Number","3"
"Population","2022","Female","Lapsed (Roman) Catholic","Baile Chláir, Co Galway","Number","0"
"Population","2022","Female","Lapsed (Roman) Catholic","Bearna, Co Galway","Number","2"
"Population","2022","Female","Lapsed (Roman) Catholic","Maigh Cuilinn, Co Galway","Number","2"
"Population","2022","Female","Lapsed (Roman) Catholic","Oughterard, Co Galway","Number","4"
"Population","2022","Female","Lapsed (Roman) Catholic","Carrick-On-Shannon, Counties Leitrim & Roscommon","Number","0"
"Population","2022","Female","Lapsed (Roman) Catholic","Manorhamilton, Co Leitrim","Number","1"
"Population","2022","Female","Lapsed (Roman) Catholic","Ballyhaunis, Co Mayo","Number","0"
"Population","2022","Female","Lapsed (Roman) Catholic","Claremorris, Co Mayo","Number","0"
"Population","2022","Female","Lapsed (Roman) Catholic","Ballina, Co Mayo","Number","2"
"Population","2022","Female","Lapsed (Roman) Catholic","Ballinrobe, Co Mayo","Number","2"
"Population","2022","Female","Lapsed (Roman) Catholic","Castlebar, Co Mayo","Number","2"
"Population","2022","Female","Lapsed (Roman) Catholic","Westport, Co Mayo","Number","1"
"Population","2022","Female","Lapsed (Roman) Catholic","Roscommon, Co Roscommon","Number","2"
"Population","2022","Female","Lapsed (Roman) Catholic","Boyle, Co Roscommon","Number","1"
"Population","2022","Female","Lapsed (Roman) Catholic","Castlerea, Co Roscommon","Number","0"
"Population","2022","Female","Lapsed (Roman) Catholic","Ballaghaderreen, Co Roscommon","Number","0"
"Population","2022","Female","Lapsed (Roman) Catholic","Sligo, Co Sligo","Number","5"
"Population","2022","Female","Lapsed (Roman) Catholic","Collooney, Co Sligo","Number","0"
"Population","2022","Female","Lapsed (Roman) Catholic","Ballysadare, Co Sligo","Number","1"
"Population","2022","Female","Lapsed (Roman) Catholic","Ballymote, Co Sligo","Number","1"
"Population","2022","Female","Lapsed (Roman) Catholic","Strandhill, Co Sligo","Number","1"
"Population","2022","Female","Lapsed (Roman) Catholic","Tubbercurry, Co Sligo","Number","0"
"Population","2022","Female","Lapsed (Roman) Catholic","Kingscourt, Co Cavan","Number","0"
"Population","2022","Female","Lapsed (Roman) Catholic","Mullagh, Co Cavan","Number","1"
"Population","2022","Female","Lapsed (Roman) Catholic","Bailieborough, Co Cavan","Number","0"
"Population","2022","Female","Lapsed (Roman) Catholic","Virginia, Co Cavan","Number","0"
"Population","2022","Female","Lapsed (Roman) Catholic","Cootehill, Co Cavan","Number","0"
"Population","2022","Female","Lapsed (Roman) Catholic","Ballyjamesduff, Co Cavan","Number","0"
"Population","2022","Female","Lapsed (Roman) Catholic","Cavan, Co Cavan","Number","7"
"Population","2022","Female","Lapsed (Roman) Catholic","Belturbet, Co Cavan","Number","1"
"Population","2022","Female","Lapsed (Roman) Catholic","Carndonagh, Co Donegal","Number","1"
"Population","2022","Female","Lapsed (Roman) Catholic","Buncrana, Co Donegal","Number","1"
"Population","2022","Female","Lapsed (Roman) Catholic","Lifford, Co Donegal","Number","0"
"Population","2022","Female","Lapsed (Roman) Catholic","Convoy, Co Donegal","Number","0"
"Population","2022","Female","Lapsed (Roman) Catholic","Letterkenny, Co Donegal","Number","5"
"Population","2022","Female","Lapsed (Roman) Catholic","Ballybofey-Stranorlar, Co Donegal","Number","0"
"Population","2022","Female","Lapsed (Roman) Catholic","Donegal, Co Donegal","Number","0"
"Population","2022","Female","Lapsed (Roman) Catholic","Ballyshannon, Co Donegal","Number","0"
"Population","2022","Female","Lapsed (Roman) Catholic","Bundoran, Co Donegal","Number","0"
"Population","2022","Female","Lapsed (Roman) Catholic","Carrickmacross, Co Monaghan","Number","5"
"Population","2022","Female","Lapsed (Roman) Catholic","Castleblayney, Co Monaghan","Number","1"
"Population","2022","Female","Lapsed (Roman) Catholic","Monaghan, Co Monaghan","Number","2"
"Population","2022","Female","Lapsed (Roman) Catholic","Clones, Co Monaghan","Number","0"
"Population","2022","Female","Lapsed (Roman) Catholic","State","Number","1913"
"Population","2022","Female","Lapsed (Roman) Catholic","Other towns with a population between 1,000 - 1,499","Number","42"
"Population","2022","Female","Lapsed (Roman) Catholic","Other towns with a population under 500","Number","46"
"Population","2022","Female","Lapsed (Roman) Catholic","Other towns with a population between 500 - 999","Number","56"
"Population","2022","Female","Lapsed (Roman) Catholic","Remainder of country","Number","550"
"Population","2022","Female","Atheist","Tullow, Co Carlow","Number","0"
"Population","2022","Female","Atheist","Carlow, Counties Carlow & Laois","Number","4"
"Population","2022","Female","Atheist","Muinebeag (Bagenalstown), Co Carlow","Number","0"
"Population","2022","Female","Atheist","Dublin city and suburbs, Counties Dublin & Meath","Number","92"
"Population","2022","Female","Atheist","Saggart, Co Dublin","Number","0"
"Population","2022","Female","Atheist","Rathcoole, Co Dublin","Number","0"
"Population","2022","Female","Atheist","Newcastle, Co Dublin","Number","0"
"Population","2022","Female","Atheist","Rush, Co Dublin","Number","1"
"Population","2022","Female","Atheist","Skerries, Co Dublin","Number","0"
"Population","2022","Female","Atheist","Portmarnock, Co Dublin","Number","1"
"Population","2022","Female","Atheist","Donabate, Co Dublin","Number","0"
"Population","2022","Female","Atheist","Malahide, Co Dublin","Number","5"
"Population","2022","Female","Atheist","Lusk, Co Dublin","Number","1"
"Population","2022","Female","Atheist","Balrothery, Co Dublin","Number","1"
"Population","2022","Female","Atheist","Balbriggan, Co Dublin","Number","1"
"Population","2022","Female","Atheist","Kinsealy-Drinan, Co Dublin","Number","0"
"Population","2022","Female","Atheist","Swords, Co Dublin","Number","3"
"Population","2022","Female","Atheist","Leixlip, Co Kildare","Number","2"
"Population","2022","Female","Atheist","Celbridge, Co Kildare","Number","3"
"Population","2022","Female","Atheist","Kill, Co Kildare","Number","0"
"Population","2022","Female","Atheist","Maynooth, Co Kildare","Number","1"
"Population","2022","Female","Atheist","Naas, Co Kildare","Number","3"
"Population","2022","Female","Atheist","Sallins, Co Kildare","Number","0"
"Population","2022","Female","Atheist","Kilcock, Counties Kildare & Meath","Number","0"
"Population","2022","Female","Atheist","Clane, Co Kildare","Number","3"
"Population","2022","Female","Atheist","Kilcullen, Co Kildare","Number","0"
"Population","2022","Female","Atheist","Prosperous, Co Kildare","Number","0"
"Population","2022","Female","Atheist","Newbridge, Co Kildare","Number","5"
"Population","2022","Female","Atheist","Castledermot, Co Kildare","Number","1"
"Population","2022","Female","Atheist","Allenwood, Co Kildare","Number","0"
"Population","2022","Female","Atheist","Kildare, Co Kildare","Number","0"
"Population","2022","Female","Atheist","Derrinturn, Co Kildare","Number","0"
"Population","2022","Female","Atheist","Athy, Co Kildare","Number","1"
"Population","2022","Female","Atheist","Rathangan, Co Kildare","Number","1"
"Population","2022","Female","Atheist","Monasterevin, Co Kildare","Number","0"
"Population","2022","Female","Atheist","Graiguenamanagh-Tinnahinch, Counties Kilkenny & Carlow","Number","0"
"Population","2022","Female","Atheist","Thomastown, Co Kilkenny","Number","0"
"Population","2022","Female","Atheist","Kilkenny, Co Kilkenny","Number","6"
"Population","2022","Female","Atheist","Callan, Co Kilkenny","Number","0"
"Population","2022","Female","Atheist","Portarlington, Counties Laois & Offaly","Number","0"
"Population","2022","Female","Atheist","Portlaoise, Co Laois","Number","1"
"Population","2022","Female","Atheist","Mountmellick, Co Laois","Number","0"
"Population","2022","Female","Atheist","Abbeyleix, Co Laois","Number","0"
"Population","2022","Female","Atheist","Mountrath, Co Laois","Number","0"
"Population","2022","Female","Atheist","Edgeworthstown, Co Longford","Number","0"
"Population","2022","Female","Atheist","Ballymahon, Co Longford","Number","0"
"Population","2022","Female","Atheist","Longford, Co Longford","Number","0"
"Population","2022","Female","Atheist","Lanesborough-Ballyleague, Counties Roscommon & Longford","Number","0"
"Population","2022","Female","Atheist","Carlingford, Co Louth","Number","0"
"Population","2022","Female","Atheist","Clogherhead, Co Louth","Number","0"
"Population","2022","Female","Atheist","Termonfeckin, Co Louth","Number","0"
"Population","2022","Female","Atheist","Drogheda, Counties Louth & Meath","Number","4"
"Population","2022","Female","Atheist","Dunleer, Co Louth","Number","0"
"Population","2022","Female","Atheist","Dundalk, Co Louth","Number","8"
"Population","2022","Female","Atheist","Tullyallen, Co Louth","Number","0"
"Population","2022","Female","Atheist","Ardee, Co Louth","Number","0"
"Population","2022","Female","Atheist","Laytown-Bettystown-Mornington-Donacarney, Co Meath","Number","1"
"Population","2022","Female","Atheist","Stamullen, Co Meath","Number","0"
"Population","2022","Female","Atheist","Ashbourne, Co Meath","Number","1"
"Population","2022","Female","Atheist","Duleek, Co Meath","Number","0"
"Population","2022","Female","Atheist","Ratoath, Co Meath","Number","0"
"Population","2022","Female","Atheist","Dunboyne, Co Meath","Number","0"
"Population","2022","Female","Atheist","Dunshaughlin, Co Meath","Number","0"
"Population","2022","Female","Atheist","Navan, Co Meath","Number","3"
"Population","2022","Female","Atheist","Trim, Co Meath","Number","0"
"Population","2022","Female","Atheist","Enfield, Co Meath","Number","0"
"Population","2022","Female","Atheist","Kells, Co Meath","Number","2"
"Population","2022","Female","Atheist","Athboy, Co Meath","Number","1"
"Population","2022","Female","Atheist","Longwood, Co Meath","Number","0"
"Population","2022","Female","Atheist","Ballivor, Co Meath","Number","0"
"Population","2022","Female","Atheist","Edenderry, Co Offaly","Number","0"
"Population","2022","Female","Atheist","Tullamore, Co Offaly","Number","3"
"Population","2022","Female","Atheist","Clara, Co Offaly","Number","0"
"Population","2022","Female","Atheist","Birr, Co Offaly","Number","0"
"Population","2022","Female","Atheist","Banagher, Co Offaly","Number","0"
"Population","2022","Female","Atheist","Kinnegad, Co Westmeath","Number","0"
"Population","2022","Female","Atheist","Killucan-Rathwire, Co Westmeath","Number","0"
"Population","2022","Female","Atheist","Mullingar, Co Westmeath","Number","0"
"Population","2022","Female","Atheist","Kilbeggan, Co Westmeath","Number","0"
"Population","2022","Female","Atheist","Moate, Co Westmeath","Number","0"
"Population","2022","Female","Atheist","Athlone, Counties Westmeath & Roscommon","Number","0"
"Population","2022","Female","Atheist","Courtown, Co Wexford","Number","0"
"Population","2022","Female","Atheist","Gorey, Co Wexford","Number","0"
"Population","2022","Female","Atheist","Rosslare Harbour, Co Wexford","Number","0"
"Population","2022","Female","Atheist","Rosslare, Co Wexford","Number","0"
"Population","2022","Female","Atheist","Castlebridge, Co Wexford","Number","0"
"Population","2022","Female","Atheist","Wexford, Co Wexford","Number","2"
"Population","2022","Female","Atheist","Enniscorthy, Co Wexford","Number","0"
"Population","2022","Female","Atheist","Bunclody, Counties Wexford & Carlow","Number","0"
