"Statistic Label","Month","County","Driving Test Categories","UNIT","VALUE"
"Driving Tests Delivered","2021 January","Co. Monaghan","Category C (Truck)","Number","3"
"Driving Tests Delivered","2021 January","Co. Monaghan","Category CE (Articulated Truck)","Number",""
"Driving Tests Delivered","2021 January","Co. Monaghan","Category D1 (Minibus)","Number",""
"Driving Tests Delivered","2021 January","Co. Monaghan","Category D1E (Minibus with trailer)","Number",""
"Driving Tests Delivered","2021 January","Co. Monaghan","Category D (Bus)","Number",""
"Driving Tests Delivered","2021 January","Co. Monaghan","Category DE (Bus with trailer)","Number",""
"Driving Tests Delivered","2021 January","Co. Monaghan","Category W (Tractor)","Number",""
"Driving Tests Delivered","2021 January","Co. Monaghan","CPC Practical Test (Bus)","Number",""
"Driving Tests Delivered","2021 January","Co. Monaghan","CPC Practical Test (Truck/Artic)","Number","1"
"Driving Tests Delivered","2021 January","Co. Mayo","All Test Categories","Number","361"
"Driving Tests Delivered","2021 January","Co. Mayo","Category B (Car or light van)","Number","306"
"Driving Tests Delivered","2021 January","Co. Mayo","Category AM (Moped / light quadricycle)","Number",""
"Driving Tests Delivered","2021 January","Co. Mayo","Category A1 (Motorcycle - low power)","Number",""
"Driving Tests Delivered","2021 January","Co. Mayo","Category A2 (Motorcycle - medium power)","Number",""
"Driving Tests Delivered","2021 January","Co. Mayo","Category A (Motorcycle All)","Number","7"
"Driving Tests Delivered","2021 January","Co. Mayo","Category BE (Car with Trailer)","Number","10"
"Driving Tests Delivered","2021 January","Co. Mayo","Category C1 (Small truck / large van)","Number","1"
"Driving Tests Delivered","2021 January","Co. Mayo","Category C1E (Small truck / large van with trailer)","Number",""
"Driving Tests Delivered","2021 January","Co. Mayo","Category C (Truck)","Number","18"
"Driving Tests Delivered","2021 January","Co. Mayo","Category CE (Articulated Truck)","Number",""
"Driving Tests Delivered","2021 January","Co. Mayo","Category D1 (Minibus)","Number",""
"Driving Tests Delivered","2021 January","Co. Mayo","Category D1E (Minibus with trailer)","Number",""
"Driving Tests Delivered","2021 January","Co. Mayo","Category D (Bus)","Number","5"
"Driving Tests Delivered","2021 January","Co. Mayo","Category DE (Bus with trailer)","Number",""
"Driving Tests Delivered","2021 January","Co. Mayo","Category W (Tractor)","Number",""
"Driving Tests Delivered","2021 January","Co. Mayo","CPC Practical Test (Bus)","Number","1"
"Driving Tests Delivered","2021 January","Co. Mayo","CPC Practical Test (Truck/Artic)","Number","13"
"Driving Tests Delivered","2021 January","Co. Offaly","All Test Categories","Number","241"
"Driving Tests Delivered","2021 January","Co. Offaly","Category B (Car or light van)","Number","213"
"Driving Tests Delivered","2021 January","Co. Offaly","Category AM (Moped / light quadricycle)","Number",""
"Driving Tests Delivered","2021 January","Co. Offaly","Category A1 (Motorcycle - low power)","Number",""
"Driving Tests Delivered","2021 January","Co. Offaly","Category A2 (Motorcycle - medium power)","Number",""
"Driving Tests Delivered","2021 January","Co. Offaly","Category A (Motorcycle All)","Number","1"
"Driving Tests Delivered","2021 January","Co. Offaly","Category BE (Car with Trailer)","Number","5"
"Driving Tests Delivered","2021 January","Co. Offaly","Category C1 (Small truck / large van)","Number",""
"Driving Tests Delivered","2021 January","Co. Offaly","Category C1E (Small truck / large van with trailer)","Number",""
"Driving Tests Delivered","2021 January","Co. Offaly","Category C (Truck)","Number","10"
"Driving Tests Delivered","2021 January","Co. Offaly","Category CE (Articulated Truck)","Number","11"
"Driving Tests Delivered","2021 January","Co. Offaly","Category D1 (Minibus)","Number",""
"Driving Tests Delivered","2021 January","Co. Offaly","Category D1E (Minibus with trailer)","Number",""
"Driving Tests Delivered","2021 January","Co. Offaly","Category D (Bus)","Number","1"
"Driving Tests Delivered","2021 January","Co. Offaly","Category DE (Bus with trailer)","Number",""
"Driving Tests Delivered","2021 January","Co. Offaly","Category W (Tractor)","Number",""
"Driving Tests Delivered","2021 January","Co. Offaly","CPC Practical Test (Bus)","Number",""
"Driving Tests Delivered","2021 January","Co. Offaly","CPC Practical Test (Truck/Artic)","Number",""
"Driving Tests Delivered","2021 January","Co. Roscommon","All Test Categories","Number","114"
"Driving Tests Delivered","2021 January","Co. Roscommon","Category B (Car or light van)","Number","111"
"Driving Tests Delivered","2021 January","Co. Roscommon","Category AM (Moped / light quadricycle)","Number",""
"Driving Tests Delivered","2021 January","Co. Roscommon","Category A1 (Motorcycle - low power)","Number",""
"Driving Tests Delivered","2021 January","Co. Roscommon","Category A2 (Motorcycle - medium power)","Number",""
"Driving Tests Delivered","2021 January","Co. Roscommon","Category A (Motorcycle All)","Number",""
"Driving Tests Delivered","2021 January","Co. Roscommon","Category BE (Car with Trailer)","Number",""
"Driving Tests Delivered","2021 January","Co. Roscommon","Category C1 (Small truck / large van)","Number",""
"Driving Tests Delivered","2021 January","Co. Roscommon","Category C1E (Small truck / large van with trailer)","Number",""
"Driving Tests Delivered","2021 January","Co. Roscommon","Category C (Truck)","Number",""
"Driving Tests Delivered","2021 January","Co. Roscommon","Category CE (Articulated Truck)","Number",""
"Driving Tests Delivered","2021 January","Co. Roscommon","Category D1 (Minibus)","Number","1"
"Driving Tests Delivered","2021 January","Co. Roscommon","Category D1E (Minibus with trailer)","Number",""
"Driving Tests Delivered","2021 January","Co. Roscommon","Category D (Bus)","Number",""
"Driving Tests Delivered","2021 January","Co. Roscommon","Category DE (Bus with trailer)","Number",""
"Driving Tests Delivered","2021 January","Co. Roscommon","Category W (Tractor)","Number",""
"Driving Tests Delivered","2021 January","Co. Roscommon","CPC Practical Test (Bus)","Number","1"
"Driving Tests Delivered","2021 January","Co. Roscommon","CPC Practical Test (Truck/Artic)","Number","1"
"Driving Tests Delivered","2021 January","Co. Sligo","All Test Categories","Number","171"
"Driving Tests Delivered","2021 January","Co. Sligo","Category B (Car or light van)","Number","146"
"Driving Tests Delivered","2021 January","Co. Sligo","Category AM (Moped / light quadricycle)","Number",""
"Driving Tests Delivered","2021 January","Co. Sligo","Category A1 (Motorcycle - low power)","Number",""
"Driving Tests Delivered","2021 January","Co. Sligo","Category A2 (Motorcycle - medium power)","Number",""
"Driving Tests Delivered","2021 January","Co. Sligo","Category A (Motorcycle All)","Number",""
"Driving Tests Delivered","2021 January","Co. Sligo","Category BE (Car with Trailer)","Number","4"
"Driving Tests Delivered","2021 January","Co. Sligo","Category C1 (Small truck / large van)","Number",""
"Driving Tests Delivered","2021 January","Co. Sligo","Category C1E (Small truck / large van with trailer)","Number",""
"Driving Tests Delivered","2021 January","Co. Sligo","Category C (Truck)","Number","10"
"Driving Tests Delivered","2021 January","Co. Sligo","Category CE (Articulated Truck)","Number","6"
"Driving Tests Delivered","2021 January","Co. Sligo","Category D1 (Minibus)","Number","1"
"Driving Tests Delivered","2021 January","Co. Sligo","Category D1E (Minibus with trailer)","Number",""
"Driving Tests Delivered","2021 January","Co. Sligo","Category D (Bus)","Number","2"
"Driving Tests Delivered","2021 January","Co. Sligo","Category DE (Bus with trailer)","Number",""
"Driving Tests Delivered","2021 January","Co. Sligo","Category W (Tractor)","Number",""
"Driving Tests Delivered","2021 January","Co. Sligo","CPC Practical Test (Bus)","Number",""
"Driving Tests Delivered","2021 January","Co. Sligo","CPC Practical Test (Truck/Artic)","Number","2"
"Driving Tests Delivered","2021 January","Co. Tipperary","All Test Categories","Number","452"
"Driving Tests Delivered","2021 January","Co. Tipperary","Category B (Car or light van)","Number","421"
"Driving Tests Delivered","2021 January","Co. Tipperary","Category AM (Moped / light quadricycle)","Number",""
"Driving Tests Delivered","2021 January","Co. Tipperary","Category A1 (Motorcycle - low power)","Number","1"
"Driving Tests Delivered","2021 January","Co. Tipperary","Category A2 (Motorcycle - medium power)","Number","1"
"Driving Tests Delivered","2021 January","Co. Tipperary","Category A (Motorcycle All)","Number","15"
"Driving Tests Delivered","2021 January","Co. Tipperary","Category BE (Car with Trailer)","Number","2"
"Driving Tests Delivered","2021 January","Co. Tipperary","Category C1 (Small truck / large van)","Number",""
"Driving Tests Delivered","2021 January","Co. Tipperary","Category C1E (Small truck / large van with trailer)","Number",""
"Driving Tests Delivered","2021 January","Co. Tipperary","Category C (Truck)","Number","9"
"Driving Tests Delivered","2021 January","Co. Tipperary","Category CE (Articulated Truck)","Number",""
"Driving Tests Delivered","2021 January","Co. Tipperary","Category D1 (Minibus)","Number",""
"Driving Tests Delivered","2021 January","Co. Tipperary","Category D1E (Minibus with trailer)","Number",""
"Driving Tests Delivered","2021 January","Co. Tipperary","Category D (Bus)","Number",""
"Driving Tests Delivered","2021 January","Co. Tipperary","Category DE (Bus with trailer)","Number",""
"Driving Tests Delivered","2021 January","Co. Tipperary","Category W (Tractor)","Number",""
"Driving Tests Delivered","2021 January","Co. Tipperary","CPC Practical Test (Bus)","Number",""
"Driving Tests Delivered","2021 January","Co. Tipperary","CPC Practical Test (Truck/Artic)","Number","3"
"Driving Tests Delivered","2021 January","Co. Waterford","All Test Categories","Number","432"
"Driving Tests Delivered","2021 January","Co. Waterford","Category B (Car or light van)","Number","384"
"Driving Tests Delivered","2021 January","Co. Waterford","Category AM (Moped / light quadricycle)","Number",""
"Driving Tests Delivered","2021 January","Co. Waterford","Category A1 (Motorcycle - low power)","Number","2"
"Driving Tests Delivered","2021 January","Co. Waterford","Category A2 (Motorcycle - medium power)","Number","2"
"Driving Tests Delivered","2021 January","Co. Waterford","Category A (Motorcycle All)","Number","7"
"Driving Tests Delivered","2021 January","Co. Waterford","Category BE (Car with Trailer)","Number","6"
"Driving Tests Delivered","2021 January","Co. Waterford","Category C1 (Small truck / large van)","Number","5"
"Driving Tests Delivered","2021 January","Co. Waterford","Category C1E (Small truck / large van with trailer)","Number",""
"Driving Tests Delivered","2021 January","Co. Waterford","Category C (Truck)","Number","8"
"Driving Tests Delivered","2021 January","Co. Waterford","Category CE (Articulated Truck)","Number","13"
"Driving Tests Delivered","2021 January","Co. Waterford","Category D1 (Minibus)","Number",""
"Driving Tests Delivered","2021 January","Co. Waterford","Category D1E (Minibus with trailer)","Number","1"
"Driving Tests Delivered","2021 January","Co. Waterford","Category D (Bus)","Number","4"
"Driving Tests Delivered","2021 January","Co. Waterford","Category DE (Bus with trailer)","Number",""
"Driving Tests Delivered","2021 January","Co. Waterford","Category W (Tractor)","Number",""
"Driving Tests Delivered","2021 January","Co. Waterford","CPC Practical Test (Bus)","Number",""
"Driving Tests Delivered","2021 January","Co. Waterford","CPC Practical Test (Truck/Artic)","Number",""
"Driving Tests Delivered","2021 January","Co. Wicklow","All Test Categories","Number","79"
"Driving Tests Delivered","2021 January","Co. Wicklow","Category B (Car or light van)","Number","71"
"Driving Tests Delivered","2021 January","Co. Wicklow","Category AM (Moped / light quadricycle)","Number",""
"Driving Tests Delivered","2021 January","Co. Wicklow","Category A1 (Motorcycle - low power)","Number",""
"Driving Tests Delivered","2021 January","Co. Wicklow","Category A2 (Motorcycle - medium power)","Number",""
"Driving Tests Delivered","2021 January","Co. Wicklow","Category A (Motorcycle All)","Number",""
"Driving Tests Delivered","2021 January","Co. Wicklow","Category BE (Car with Trailer)","Number","4"
"Driving Tests Delivered","2021 January","Co. Wicklow","Category C1 (Small truck / large van)","Number",""
"Driving Tests Delivered","2021 January","Co. Wicklow","Category C1E (Small truck / large van with trailer)","Number",""
"Driving Tests Delivered","2021 January","Co. Wicklow","Category C (Truck)","Number","3"
"Driving Tests Delivered","2021 January","Co. Wicklow","Category CE (Articulated Truck)","Number",""
"Driving Tests Delivered","2021 January","Co. Wicklow","Category D1 (Minibus)","Number",""
"Driving Tests Delivered","2021 January","Co. Wicklow","Category D1E (Minibus with trailer)","Number",""
"Driving Tests Delivered","2021 January","Co. Wicklow","Category D (Bus)","Number",""
